0.1744259,0.5232777,0.95934245,0.26163885,0.43606475,0.1744259,0.3488518,0.5232777,2.70360145,0.26163885,0.1744259,1.3954072,0.43606475,0.3488518,0.1744259,0.1744259,0.61049065,0.3488518,0.1744259,0.26163885
0.5232777,0.1744259,0.1744259,0.95934245,0.5232777,0.5232777,0.26163885,0.43606475,0.3488518,2.0931108,0.1744259,0.1744259,0.8721295,0.1744259,0.1744259,0.61049065,1.13376835,0.26163885,0.1744259,0.3488518
0.1744259,0.61049065,0.3488518,0.5232777,0.3488518,0.26163885,0.1744259,0.43606475,0.78491655,0.3488518,0.26163885,0.5232777,0.26163885,0.1744259,0.3488518,0.1744259,0.1744259,0.3488518,0.26163885,2.9652403
0.6977036,0.1744259,0.1744259,0.3488518,0.26163885,0.3488518,0.3488518,0.6977036,0.1744259,0.26163885,0.43606475,0.43606475,1.48262015,0.1744259,0.6977036,0.5232777,0.1744259,1.13376835,0.1744259,0.43606475
0.95934245,0.3488518,0.1744259,0.1744259,0.78491655,0.1744259,0.43606475,0.8721295,0.1744259,0.1744259,0.1744259,0.26163885,4.62228635,1.30819425,0.78491655,0.78491655,1.13376835,0.6977036,6.36654535,1.3954072
0.3488518,0.26163885,2.70360145,0.1744259,2.0931108,0.43606475,0.1744259,0.26163885,0.5232777,0.26163885,2.52917555,0.26163885,0.26163885,0.5232777,0.1744259,0.26163885,0.26163885,0.61049065,0.8721295,0.61049065
0.1744259,0.26163885,0.1744259,52.1533441,0.95934245,0.43606475,0.26163885,0.3488518,0.26163885,0.26163885,0.26163885,0.5232777,0.43606475,0.1744259,0.26163885,0.6977036,0.3488518,0.3488518,0.3488518,1.744259
0.43606475,0.26163885,0.1744259,0.1744259,0.1744259,0.3488518,1.13376835,0.26163885,0.61049065,0.1744259,0.3488518,0.43606475,0.78491655,0.26163885,0.3488518,2.70360145,0.1744259,0.26163885,0.78491655,0.43606475
0.1744259,0.1744259,0.95934245,0.3488518,0.78491655,0.26163885,0.1744259,0.1744259,0.26163885,0.3488518,0.5232777,0.1744259,0.1744259,0.1744259,0.1744259,0.26163885,2.2675367,0.3488518,7.8491655,0.5232777
0.1744259,0.43606475,2.18032375,0.1744259,1.3954072,0.43606475,0.26163885,0.43606475,0.26163885,0.1744259,2.87802735,0.5232777,0.5232777,0.61049065,1.0465554,0.5232777,0.1744259,2.4419626,0.8721295,0.43606475
0.8721295,0.61049065,1.2209813,0.1744259,0.1744259,0.43606475,0.3488518,0.1744259,0.26163885,0.1744259,0.5232777,0.5232777,0.26163885,0.5232777,0.6977036,0.95934245,0.61049065,0.1744259,1.48262015,0.43606475
